ufn,fish_species,site_id,stom_proc_date,microscope_hours,stom_weight_full,stom_weight_empty,food_weight_raw,food_weight_corr,fullness_cat,fullness_mean,kingdom,phylum,subphylum,class,subclass,order,suborder,infraorder,family,genus,species,life_stage,sex,count,length_max,length_min,length_avg,digestion_state,prey_weight_raw,prey_weight_corr,size_class,subsample,comment,taxa_info,prey_info,date_processed,cwt,adipose,weight,standard_length,fork_length,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,lice_collection_protocol,lice_id_protocol_lab,quality_level,fish_lab_qc_flag,fish_lab_qc_log,semsp_id,seine_id,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,lice_id_protocol_field,analysis_planned,fish_field_comments,fish_field_quality_flag,fish_field_quality_level,fish_field_quality_log,survey_id,set_number,set_type,lat,long,set_time,time_searching,set_sliders,set_poppers,set_dimpling,fish_retained,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,collection_protocol,seine_comments,seine_qc_log,survey_date,crew,precip,cloud_cover,sea_state,wind_speed,wind_direction,tide_state,survey_time_start,survey_time_end,net_sets,secchi,ysi_bout,ctd_bout,zoop_bout,survey_type,survey_comments,year,yday
U5427,Pink,D07,2019-07-29,6.5,151.7,53.4,64.5,99.33,75-100%,87.5,Animalia,Arthropoda,Crustacea,Branchiopoda,Diplostraca,Onychopoda,,,Podonidae,Pleopis,polyphemoides,,,56,0.7,0.4,0.55,1,0.4,0.616,<1,Subsample_25,,Pleopis_polyphemoides,Pleopis_polyphemoides,2018-10-18,None,Present,3.9,67,71,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-8,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5427,Pink,D07,2019-07-29,6.5,151.7,53.4,64.5,99.33,75-100%,87.5,Animalia,Arthropoda,Crustacea,Branchiopoda,Diplostraca,Onychopoda,,,Podonidae,,,,,184,0.6,0.3,0.45,2,1.6,2.464,<1,Subsample_25,,Podonidae,Podonidae,2018-10-18,None,Present,3.9,67,71,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-8,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5427,Pink,D07,2019-07-29,6.5,151.7,53.4,64.5,99.33,75-100%,87.5,Animalia,Arthropoda,Crustacea,Branchiopoda,Diplostraca,Onychopoda,,,Podonidae,Pseudevadne,tergestina,,,64,0.8,0.4,0.6,1,0.4,0.616,<1,Subsample_25,,Pseudevadne_tergestina,Pseudevadne_tergestina,2018-10-18,None,Present,3.9,67,71,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-8,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5427,Pink,D07,2019-07-29,6.5,151.7,53.4,64.5,99.33,75-100%,87.5,Animalia,Arthropoda,Crustacea,Branchiopoda,Diplostraca,Onychopoda,,,Podonidae,Evadne,normanni,,,4,0.5,0.5,0.5,1,0.4,0.616,<1,Subsample_25,,Evadne_normanni,Evadne_normanni,2018-10-18,None,Present,3.9,67,71,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-8,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5427,Pink,D07,2019-07-29,6.5,151.7,53.4,64.5,99.33,75-100%,87.5,Animalia,Arthropoda,Crustacea,Branchiopoda,Diplostraca,Onychopoda,,,Podonidae,,,,,80,0.5,0.3,0.4,2,1.2,1.848,<1,Subsample_25,,Podonidae,Podonidae,2018-10-18,None,Present,3.9,67,71,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-8,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5427,Pink,D07,2019-07-29,6.5,151.7,53.4,64.5,99.33,75-100%,87.5,Animalia,Arthropoda,Crustacea,Branchiopoda,Diplostraca,Onychopoda,,,Podonidae,,,,,312,0.4,0.2,0.3,3,4,6.16,<1,Subsample_25,,Podonidae,Podonidae,2018-10-18,None,Present,3.9,67,71,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-8,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5427,Pink,D07,2019-07-29,6.5,151.7,53.4,64.5,99.33,75-100%,87.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Egg,,2008,0.4,0.3,0.35,1,27.6,42.504,<1,Subsample_25,,Euphausiidae,Euphausiidae_Egg,2018-10-18,None,Present,3.9,67,71,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-8,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5427,Pink,D07,2019-07-29,6.5,151.7,53.4,64.5,99.33,75-100%,87.5,Animalia,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,,,252,2.8,1.4,2.1,3,18,27.72,2 to 5,Subsample_25,,Oikopleura,Oikopleura,2018-10-18,None,Present,3.9,67,71,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-8,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5426,Pink,D07,2019-08-01,4,175.4,85.4,56.1,86.394,50-75%,62.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Cyclopoida,Ergasilida,,Corycaeidae,Ditrichocorycaeus,anglicus,Copepodite,,1,0.5,0.5,0.5,1,0.1,0.154,<1,Rare,,Ditrichocorycaeus_anglicus,Ditrichocorycaeus_anglicus_Copepodite,2018-10-18,None,Present,4.4,71,75,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-10,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5426,Pink,D07,2019-08-01,4,175.4,85.4,56.1,86.394,50-75%,62.5,Animalia,Mollusca,,Gastropoda,Heterobranchia,Pteropoda,,,,,,Veliger,,5,0.8,0.4,0.6,1,0.1,0.154,<1,Rare,,Pteropoda,Pteropoda_Veliger,2018-10-18,None,Present,4.4,71,75,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-10,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5426,Pink,D07,2019-08-01,4,175.4,85.4,56.1,86.394,50-75%,62.5,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Kellidae,Kellia,suborbicularis,Veliger,,3,0.5,0.4,0.45,1,0.1,0.154,<1,Rare,,Kellia_suborbicularis,Kellia_suborbicularis_Veliger,2018-10-18,None,Present,4.4,71,75,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-10,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5426,Pink,D07,2019-08-01,4,175.4,85.4,56.1,86.394,50-75%,62.5,Animalia,Arthropoda,Crustacea,Ostracoda,,,,,,,,,,1,0.8,0.8,0.8,1,0.1,0.154,<1,Rare,,Ostracoda,Ostracoda,2018-10-18,None,Present,4.4,71,75,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-10,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5426,Pink,D07,2019-08-01,4,175.4,85.4,56.1,86.394,50-75%,62.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,,,3,3.7,2,2.85,1,0.4,0.616,2 to 5,Rare,,Balanomorpha,Balanomorpha,2018-10-18,None,Present,4.4,71,75,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-10,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5426,Pink,D07,2019-08-01,4,175.4,85.4,56.1,86.394,50-75%,62.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,Balanidae,Balanus,glandula,Cyprid,,25,0.8,0.7,0.75,1,1.2,1.848,<1,Rare,,Balanus_glandula,Balanus_glandula_Cyprid,2018-10-18,None,Present,4.4,71,75,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-10,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5426,Pink,D07,2019-08-01,4,175.4,85.4,56.1,86.394,50-75%,62.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,Balanidae,Balanus,crenatus,Cyprid,,56,0.9,0.8,0.85,1,3.5,5.39,<1,Rare,,Balanus_crenatus,Balanus_crenatus_Cyprid,2018-10-18,None,Present,4.4,71,75,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-10,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5426,Pink,D07,2019-08-01,4,175.4,85.4,56.1,86.394,50-75%,62.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Cyprid,,1,0.8,0.8,0.8,2,0.1,0.154,<1,Rare,,Balanomorpha,Balanomorpha_Cyprid,2018-10-18,None,Present,4.4,71,75,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-10,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5426,Pink,D07,2019-08-01,4,175.4,85.4,56.1,86.394,50-75%,62.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Calyptopis,,1,1.5,1.5,1.5,1,0.1,0.154,1 to 2,Rare,,Euphausiidae,Euphausiidae_Calyptopis,2018-10-18,None,Present,4.4,71,75,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-10,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5426,Pink,D07,2019-08-01,4,175.4,85.4,56.1,86.394,50-75%,62.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Calyptopis,,9,1,0.6,0.8,1,0.4,0.616,<1,Rare,,Euphausiidae,Euphausiidae_Calyptopis,2018-10-18,None,Present,4.4,71,75,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-10,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5426,Pink,D07,2019-08-01,4,175.4,85.4,56.1,86.394,50-75%,62.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,Brachyura,,,,Zoea,,1,1.8,1.8,1.8,2,0.1,0.154,1 to 2,Rare,,Brachyura,Brachyura_Zoea,2018-10-18,None,Present,4.4,71,75,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-10,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5426,Pink,D07,2019-08-01,4,175.4,85.4,56.1,86.394,50-75%,62.5,Animalia,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,,,1,7.6,7.6,7.6,1,0.5,0.77,5 to 10,Rare,,Oikopleura,Oikopleura,2018-10-18,None,Present,4.4,71,75,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-10,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5426,Pink,D07,2019-08-01,4,175.4,85.4,56.1,86.394,50-75%,62.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,,,,,,1,1.7,1.7,1.7,2,0.1,0.154,1 to 2,Rare,,Calanoida,Calanoida,2018-10-18,None,Present,4.4,71,75,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-10,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5426,Pink,D07,2019-08-01,4,175.4,85.4,56.1,86.394,50-75%,62.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Nauplii,,2,0.6,0.6,0.6,1,0.1,0.154,<1,Rare,,Euphausiidae,Euphausiidae_Nauplii,2018-10-18,None,Present,4.4,71,75,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-10,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5426,Pink,D07,2019-08-01,4,175.4,85.4,56.1,86.394,50-75%,62.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Nauplii,,32,0.7,0.5,0.6,1,1.2,1.848,<1,Subsample_25,,Balanomorpha,Balanomorpha_Nauplii,2018-10-18,None,Present,4.4,71,75,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-10,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5426,Pink,D07,2019-08-01,4,175.4,85.4,56.1,86.394,50-75%,62.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Nauplii,,44,0.5,0.3,0.4,2,1.2,1.848,<1,Subsample_25,,Balanomorpha,Balanomorpha_Nauplii,2018-10-18,None,Present,4.4,71,75,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-10,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5426,Pink,D07,2019-08-01,4,175.4,85.4,56.1,86.394,50-75%,62.5,Animalia,Arthropoda,Crustacea,Branchiopoda,Diplostraca,Onychopoda,,,Podonidae,Pleopis,polyphemoides,,,24,0.7,0.5,0.6,1,0.4,0.616,<1,Subsample_25,,Pleopis_polyphemoides,Pleopis_polyphemoides,2018-10-18,None,Present,4.4,71,75,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-10,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5426,Pink,D07,2019-08-01,4,175.4,85.4,56.1,86.394,50-75%,62.5,Animalia,Arthropoda,Crustacea,Branchiopoda,Diplostraca,Onychopoda,,,Podonidae,Podon,leuckartii,,,4,0.6,0.6,0.6,1,0.4,0.616,<1,Subsample_25,,Podon_leuckartii,Podon_leuckartii,2018-10-18,None,Present,4.4,71,75,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-10,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5426,Pink,D07,2019-08-01,4,175.4,85.4,56.1,86.394,50-75%,62.5,Animalia,Arthropoda,Crustacea,Branchiopoda,Diplostraca,Onychopoda,,,Podonidae,Pseudevadne,tergestina,,,24,0.7,0.5,0.6,1,0.4,0.616,<1,Subsample_25,,Pseudevadne_tergestina,Pseudevadne_tergestina,2018-10-18,None,Present,4.4,71,75,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-10,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
U5426,Pink,D07,2019-08-01,4,175.4,85.4,56.1,86.394,50-75%,62.5,Animalia,Arthropoda,Crustacea,Branchiopoda,Diplostraca,Onychopoda,,,Podonidae,,,,,80,0.4,0.3,0.35,2,0.4,0.616,<1,Subsample_25,,Podonidae,Podonidae,2018-10-18,None,Present,4.4,71,75,Did not take DNA sample,NA,EJ,streamlined1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-05-19-D07-PI-10,DE276N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE276,1,targeted,50.191099,-125.138578,2016-05-19 14:10:00 PDT,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,,2016-05-19,"Luke Rogers, Sam James, Olivia Gutjahr",light,100,1,0.1-5,N,NA,NA,NA,1,5,1,NA,1,standard,NA,2016,140
