sample_id,vol_cor,sieve,fraction_proc,size_class,phylum,class,order,family,genus,species,plot.taxon.g,plot.taxon.d,plot.taxon,labID,stage,sex,length,count,tot_count,abundance,lab_processor,sample_time,ww,biomass,processor_notes
QPK751,7.277517206,2000,1,2 to 5,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Annatiara,affinis,Other,Annatiara,Annatiara,Annatiara affinis,NA,NA,3.5,1,1,0.14,Andrea Le,14:27:00,853.5,117.2790082,gelatinous
QPK751,7.277517206,250,0.03,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Barnacle Nauplius,nauplius,NA,<2,94,3133,430.55,Andrea Le,14:27:00,945.6,129.9344231,NA
QPK751,7.277517206,250,0.03,<1,Mollusca,Bivalvia,NA,NA,NA,NA,Other,Bivalvia,Bivalvia,Bivalve veliger,veliger,NA,<2,10,333,45.8,Andrea Le,14:27:00,945.6,129.9344231,NA
QPK751,7.277517206,250,0.03,<1,Bryozoa,NA,NA,NA,NA,NA,Other,Bryozoa,Bryozoa,Bryozoa,NA,NA,<2,2,67,9.16,Andrea Le,14:27:00,945.6,129.9344231,NA
QPK751,7.277517206,250,0.03,1 to 2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,NA,F,<2,2,67,9.16,Andrea Le,14:27:00,945.6,129.9344231,NA
QPK751,7.277517206,250,0.03,<1,Arthropoda,Maxillipoda,NA,NA,NA,NA,Other,Copepod (<CV),Copepod nauplius,Copepod nauplius,nauplius,NA,<2,82,2733,375.59,Andrea Le,14:27:00,945.6,129.9344231,NA
QPK751,7.277517206,250,0.03,1 to 2,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,Calanoid copepod,Copepod (<CV),Copepodite,Copepodite,C1,NA,<2,18,600,82.45,Andrea Le,14:27:00,945.6,129.9344231,NA
QPK751,7.277517206,250,0.03,1 to 2,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,Calanoid copepod,Copepod (<CV),Copepodite,Copepodite,C2,NA,<2,1,33,4.58,Andrea Le,14:27:00,945.6,129.9344231,NA
QPK751,7.277517206,250,0.03,<1,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Corycaeus,NA,Other,Corycaeus,Corycaeus,Corycaeus,NA,NA,<2,33,1100,151.15,Andrea Le,14:27:00,945.6,129.9344231,NA
QPK751,7.277517206,2000,1,5 to 10,Ctenophora,NA,NA,NA,NA,NA,Other,Ctenophora,Ctenophora,Ctenophore,NA,NA,8,1,1,0.14,Andrea Le,14:27:00,853.5,117.2790082,gelatinous
QPK751,7.277517206,1000,1,2 to 5,Ctenophora,NA,NA,NA,NA,NA,Other,Ctenophora,Ctenophora,Ctenophore,NA,NA,4.2,1,1,0.14,Andrea Le,14:27:00,6.4,0.8794208,NA
QPK751,7.277517206,250,0.03,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Cyprid,NA,NA,<2,4,133,18.32,Andrea Le,14:27:00,945.6,129.9344231,NA
QPK751,7.277517206,1000,1,1 to 2,Chordata,Actinopterygii,NA,NA,NA,NA,Other,Actinopterygii,Actinopterygii,Egg (fish),NA,NA,<2,1,1,0.14,Andrea Le,14:27:00,6.4,0.8794208,NA
QPK751,7.277517206,250,0.03,<1,NA,NA,NA,NA,NA,NA,Other,Other,Other,Egg (oily),NA,NA,<2,4,133,18.32,Andrea Le,14:27:00,945.6,129.9344231,NA
QPK751,7.277517206,250,0.03,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,Evadne,NA,NA,<2,10,333,45.8,Andrea Le,14:27:00,945.6,129.9344231,NA
QPK751,7.277517206,250,0.03,<1,Mollusca,Gastropoda,NA,NA,NA,NA,Other,Gastropoda,Gastropoda,Gastropod egg,NA,NA,<2,4,133,18.32,Andrea Le,14:27:00,945.6,129.9344231,NA
QPK751,7.277517206,250,0.03,<1,Cnidaria,Hydrozoa,NA,NA,NA,NA,Other,Hydrozoa,Hydrozoa,Hydromedusae,NA,NA,<2,6,200,27.48,Andrea Le,14:27:00,945.6,129.9344231,NA
QPK751,7.277517206,250,0.03,2 to 5,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,Larvacean,Larvacean,Larvacean,Oikopleura,NA,NA,<2,51,1700,233.6,Andrea Le,14:27:00,945.6,129.9344231,NA
QPK751,7.277517206,250,0.03,<1,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,NA,Calanoid copepod,Paracalanus,Paracalanus,Paracalanus,NA,NA,<2,144,4800,659.57,Andrea Le,14:27:00,945.6,129.9344231,NA
QPK751,7.277517206,250,0.03,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,Cladoceran,Podon,Podon,Podon,NA,NA,<2,3,100,13.74,Andrea Le,14:27:00,945.6,129.9344231,NA
JSPK1093,16.41211502,2000,1,1 to 2,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,Calanoid copepod,Acartia,Acartia,Acartia,NA,NA,<2,8,8,0.49,Jihyun Kim,NA,140.8,8.579028348,NA
JSPK1093,16.41211502,2000,1,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Barnacle nauplius,nauplius,NA,<2,3,3,0.18,Jihyun Kim,NA,140.8,8.579028348,NA
JSPK1093,16.41211502,2000,1,1 to 2,Arthropoda,Malacostraca,Decapoda,Cancridae,NA,NA,Decapod,Cancridae,Cancridae,Cancridae,megalopa,NA,<2,1,1,0.06,Jihyun Kim,NA,140.8,8.579028348,NA
JSPK1093,16.41211502,2000,1,1 to 2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,NA,NA,<2,1,1,0.06,Jihyun Kim,NA,140.8,8.579028348,NA
JSPK1093,16.41211502,2000,1,<1,Arthropoda,Maxillipoda,NA,NA,NA,NA,Other,Copepod (<CV),Copepod nauplius,Copepod nauplius,nauplius,NA,<2,3,3,0.18,Jihyun Kim,NA,140.8,8.579028348,NA
JSPK1093,16.41211502,2000,1,<1,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,Calanoid copepod,Copepod (<CV),Copepodite,Copepodite,C2,NA,<2,1,1,0.06,Jihyun Kim,NA,140.8,8.579028348,NA
JSPK1093,16.41211502,2000,1,<1,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Corycaeus,NA,Other,Corycaeus,Corycaeus,Corycaeus,NA,NA,<2,1,1,0.06,Jihyun Kim,NA,140.8,8.579028348,NA
JSPK1093,16.41211502,2000,1,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Cyprid,NA,NA,<2,2,2,0.12,Jihyun Kim,NA,140.8,8.579028348,NA
JSPK1093,16.41211502,2000,1,<1,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,Other,Other,Other,Euphausiid egg,NA,NA,<2,215,215,13.1,Jihyun Kim,NA,140.8,8.579028348,NA
JSPK1093,16.41211502,2000,1,<1,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,Euphausiid,Euphausiidae,Euphausiidae,Euphausiid nauplius,nauplius,NA,<2,1,1,0.06,Jihyun Kim,NA,140.8,8.579028348,NA
JSPK1093,16.41211502,2000,1,<1,Mollusca,Gastropoda,NA,NA,NA,NA,Other,Gastropoda,Gastropoda,Gastropod veliger,veliger,NA,<2,1,1,0.06,Jihyun Kim,NA,140.8,8.579028348,NA
JSPK1093,16.41211502,2000,1,2 to 5,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Halitholus,NA,Other,Halitholus,Halitholus,Halitholus,NA,NA,3.3,2,2,0.12,Jihyun Kim,NA,140.8,8.579028348,NA
JSPK1093,16.41211502,2000,1,2 to 5,Cnidaria,Hydrozoa,Leptomedusae,NA,NA,NA,Other,Leptomedusae,Hydrozoa,Leptomedusae,NA,NA,2.9,1,1,0.06,Jihyun Kim,NA,140.8,8.579028348,NA
JSPK1093,16.41211502,2000,1,1 to 2,Arthropoda,Maxillipoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,Calanoid copepod,Pseudocalanus,Pseudocalanus,Pseudocalanus,NA,NA,<2,7,7,0.43,Jihyun Kim,NA,140.8,8.579028348,NA
JSPK1093,16.41211502,2000,1,1 to 2,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,Calanoid copepod,Tortanus,Tortanus,Tortanus,NA,NA,<2,2,2,0.12,Jihyun Kim,NA,140.8,8.579028348,NA
JSPK1093,16.41211502,2000,1,<1,NA,NA,NA,NA,NA,NA,Other,Other,Other,Trocophore,NA,NA,<2,2,2,0.12,Jihyun Kim,NA,140.8,8.579028348,NA
JSPK1093,16.41211502,1000,1,1 to 2,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,Calanoid copepod,Acartia,Acartia,Acartia,NA,NA,<2,8,8,0.49,Jihyun Kim,NA,72.3,4.405282312,NA
JSPK1093,16.41211502,1000,1,2 to 5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,marshallae,Calanoid copepod,Calanus,Calanus,Calanus marshallae,NA,NA,3.8,4,4,0.24,Jihyun Kim,NA,72.3,4.405282312,NA
JSPK1093,16.41211502,1000,1,2 to 5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,pacificus,Calanoid copepod,Calanus,Calanus,Calanus pacificus,NA,NA,2.6,9,9,0.55,Jihyun Kim,NA,72.3,4.405282312,NA
JSPK1093,16.41211502,1000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Callianassidae,NA,NA,Decapod,Callianassidae,Decapoda,Callianassidae zoea,zoea,NA,3.5,2,2,0.12,Jihyun Kim,NA,72.3,4.405282312,NA
JSPK1093,16.41211502,1000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Cancridae,NA,NA,Decapod,Cancridae,Cancridae,Cancridae,NA,NA,2.75,1,1,0.06,Jihyun Kim,NA,72.3,4.405282312,NA
JSPK1093,16.41211502,1000,1,2 to 5,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,NA,NA,2,2,2,0.12,Jihyun Kim,NA,72.3,4.405282312,NA
JSPK1093,16.41211502,1000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,Decapod,Decapoda,Decapoda,Decapoda,NA,NA,4.5,1,1,0.06,Jihyun Kim,NA,72.3,4.405282312,NA
JSPK1093,16.41211502,1000,1,2 to 5,Arthropoda,Insecta,Diptera,NA,NA,NA,Other,Diptera,Insecta,Diptera,NA,NA,<2,1,1,0.06,Jihyun Kim,NA,72.3,4.405282312,NA
JSPK1093,16.41211502,1000,1,<1,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,Other,Other,Other,Euphausiid egg,NA,NA,<2,26,26,1.58,Jihyun Kim,NA,72.3,4.405282312,NA
JSPK1093,16.41211502,1000,1,<1,Chordata,Actinopterygii,NA,NA,NA,NA,Other,Actinopterygii,Actinopterygii,Fish egg,NA,NA,<2,1,1,0.06,Jihyun Kim,NA,72.3,4.405282312,NA
JSPK1093,16.41211502,1000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Hippolytidae,NA,NA,Decapod,Hippolytidae,Decapoda,Hippolytidae zoea,zoea,NA,3.25,2,2,0.12,Jihyun Kim,NA,72.3,4.405282312,NA
JSPK1093,16.41211502,1000,1,2 to 5,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,NA,Amphipod,Themisto,Themisto,Hyperiid (themisto),NA,NA,2.7,7,7,0.43,Jihyun Kim,NA,72.3,4.405282312,NA
JSPK1093,16.41211502,1000,1,2 to 5,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,Larvacean,Larvacean,Larvacean,Oikopleura,NA,NA,4.75,12,12,0.73,Jihyun Kim,NA,72.3,4.405282312,NA
JSPK1093,16.41211502,1000,1,1 to 2,Arthropoda,Maxillipoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,Calanoid copepod,Pseudocalanus,Pseudocalanus,Pseudocalanus,NA,NA,<2,6,6,0.37,Jihyun Kim,NA,72.3,4.405282312,NA
JSPK1093,16.41211502,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,Calanoid copepod,Tortanus,Tortanus,Tortanus,NA,NA,2.1,55,55,3.35,Jihyun Kim,NA,72.3,4.405282312,NA
JSPK1093,16.41211502,1000,1,1 to 2,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,Calanoid copepod,Tortanus,Tortanus,Tortanus copedite,NA,NA,<2,1,1,0.06,Jihyun Kim,NA,72.3,4.405282312,NA
JSPK1093,16.41211502,250,0.01,1 to 2,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,Calanoid copepod,Acartia,Acartia,Acartia,NA,NA,<2,57,5700,347.3,Jihyun Kim,NA,4509.5,274.7665365,NA
JSPK1093,16.41211502,250,0.01,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Barnacle nauplius,nauplius,NA,<2,20,2000,121.86,Jihyun Kim,NA,4509.5,274.7665365,NA
JSPK1093,16.41211502,250,0.01,<1,Bryozoa,NA,NA,NA,NA,NA,Other,Bryozoa,Bryozoa,Bryozoa,NA,NA,<2,4,400,24.37,Jihyun Kim,NA,4509.5,274.7665365,NA
JSPK1093,16.41211502,250,0.01,1 to 2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,NA,F,<2,1,100,6.09,Jihyun Kim,NA,4509.5,274.7665365,NA
JSPK1093,16.41211502,250,0.01,2 to 5,Chaetognatha,NA,NA,NA,NA,NA,Other,Chaetognatha,Chaetognatha,Chaetognath,NA,NA,2.5,2,200,12.19,Jihyun Kim,NA,4509.5,274.7665365,NA
JSPK1093,16.41211502,250,0.01,<1,Arthropoda,Maxillipoda,NA,NA,NA,NA,Other,Copepod (<CV),Copepod nauplius,Copepod nauplius,nauplius,NA,<2,10,1000,60.93,Jihyun Kim,NA,4509.5,274.7665365,NA
JSPK1093,16.41211502,250,0.01,<1,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Corycaeus,NA,Other,Corycaeus,Corycaeus,Corycaeus,NA,NA,<2,2,200,12.19,Jihyun Kim,NA,4509.5,274.7665365,NA
JSPK1093,16.41211502,250,0.01,<1,NA,NA,NA,NA,NA,NA,Other,Other,Other,Egg,NA,NA,<2,1,100,6.09,Jihyun Kim,NA,4509.5,274.7665365,NA
JSPK1093,16.41211502,250,0.01,1 to 2,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,Epilabidocera,Eplabidocera longipedata,NA,NA,<2,1,100,6.09,Jihyun Kim,NA,4509.5,274.7665365,NA
JSPK1093,16.41211502,250,0.01,<1,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,Other,Other,Other,Euphausiid egg,NA,NA,<2,507,50700,3089.18,Jihyun Kim,NA,4509.5,274.7665365,NA
JSPK1093,16.41211502,250,0.01,<1,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,Euphausiid,Euphausiidae,Euphausiidae,Euphausiid nauplius,nauplius,NA,<2,3,300,18.28,Jihyun Kim,NA,4509.5,274.7665365,NA
JSPK1093,16.41211502,250,0.01,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,Evadne,NA,NA,<2,7,700,42.65,Jihyun Kim,NA,4509.5,274.7665365,NA
JSPK1093,16.41211502,250,0.01,<1,Mollusca,Gastropoda,NA,NA,NA,NA,Other,Gastropoda,Gastropoda,Gastropod veliger,veliger,NA,<2,1,100,6.09,Jihyun Kim,NA,4509.5,274.7665365,NA
JSPK1093,16.41211502,250,0.01,1 to 2,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,Larvacean,Larvacean,Larvacean,Oikopleura,NA,NA,<2,3,300,18.28,Jihyun Kim,NA,4509.5,274.7665365,NA
JSPK1093,16.41211502,250,0.01,<1,Arthropoda,Maxillopoda,Cyclopoida,Oithonidae,Oithona,NA,Other,Oithona,Oithona,Oithona,NA,NA,<2,2,200,12.19,Jihyun Kim,NA,4509.5,274.7665365,NA
JSPK1093,16.41211502,250,0.01,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,Cladoceran,Podon,Podon,Podon,NA,NA,<2,1,100,6.09,Jihyun Kim,NA,4509.5,274.7665365,NA
JSPK1093,16.41211502,250,0.01,1 to 2,Arthropoda,Maxillipoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,Calanoid copepod,Pseudocalanus,Pseudocalanus,Pseudocalanus,NA,NA,<2,28,2800,170.61,Jihyun Kim,NA,4509.5,274.7665365,NA
JSPK1093,16.41211502,250,0.01,2 to 5,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,Calanoid copepod,Tortanus,Tortanus,Tortanus,NA,NA,2,1,100,6.09,Jihyun Kim,NA,4509.5,274.7665365,NA
JSPK1093,16.41211502,250,0.01,1 to 2,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,Calanoid copepod,Tortanus,Tortanus,Tortanus copedite,NA,NA,<2,2,200,12.19,Jihyun Kim,NA,4509.5,274.7665365,NA
JSPK1031,25.79936958,2000,1,5 to 10,Cnidaria,Hydrozoa,Leptomedusae,NA,NA,NA,TBD,TBD,TBD,Leuckartiara spp,NA,NA,7,1,1,0.038760637,Andrea Le,NA,23.4,0.906998907,gelatinous
JSPK1031,25.79936958,2000,1,5 to 10,Cnidaria,Hydrozoa,Leptomedusae,NA,NA,NA,TBD,TBD,TBD,Leuckartiara spp,NA,NA,7,1,1,0.038760637,Andrea Le,NA,4.1,0.158918612,non-gelatinous
JSPK1031,25.79936958,2000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Porcellanidae,NA,NA,TBD,TBD,TBD,Porcellanidae,NA,NA,3.2,1,1,0.038760637,Andrea Le,NA,23.4,0.906998907,gelatinous
JSPK1031,25.79936958,2000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Porcellanidae,NA,NA,TBD,TBD,TBD,Porcellanidae,NA,NA,3.2,1,1,0.038760637,Andrea Le,NA,4.1,0.158918612,non-gelatinous
JSPK1031,25.79936958,1000,1,2 to 5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,marshallae,TBD,TBD,TBD,Calanus marshallae,NA,NA,3.65,8,8,0.310085096,Andrea Le,NA,12,0.465127644,NA
JSPK1031,25.79936958,1000,1,2 to 5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,pacificus,TBD,TBD,TBD,Calanus pacificus,NA,NA,2.7,2,2,0.077521274,Andrea Le,NA,12,0.465127644,NA
JSPK1031,25.79936958,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,TBD,TBD,TBD,Epilabidocera longipedata,C5,NA,2.7,2,2,0.077521274,Andrea Le,NA,12,0.465127644,NA
JSPK1031,25.79936958,1000,1,2 to 5,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,NA,TBD,TBD,TBD,Hyperiid (themisto),NA,NA,3.5,3,3,0.116281911,Andrea Le,NA,12,0.465127644,NA
JSPK1031,25.79936958,1000,1,5 to 10,Cnidaria,Hydrozoa,Leptomedusae,NA,NA,NA,TBD,TBD,TBD,Leptomedusae,NA,NA,6.5,1,1,0.038760637,Andrea Le,NA,12,0.465127644,NA
JSPK1031,25.79936958,1000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Majidae,NA,NA,TBD,TBD,TBD,Majidae,NA,NA,3,1,1,0.038760637,Andrea Le,NA,12,0.465127644,NA
JSPK1031,25.79936958,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA,TBD,TBD,TBD,Metridia,NA,NA,2.7,1,1,0.038760637,Andrea Le,NA,12,0.465127644,NA
JSPK1031,25.79936958,250,0.02,<1,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,TBD,TBD,TBD,Acartia,NA,NA,<2,380,19000,736.4521036,Andrea Le,NA,2858.7,110.8050331,NA
JSPK1031,25.79936958,250,0.02,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,TBD,TBD,TBD,Barnacle nauplius,nauplius,NA,<2,51,2550,98.83962444,Andrea Le,NA,2858.7,110.8050331,NA
JSPK1031,25.79936958,250,0.02,<1,Mollusca,Bivalvia,NA,NA,NA,NA,TBD,TBD,TBD,Bivalve veliger,veliger,NA,<2,1,50,1.938031852,Andrea Le,NA,2858.7,110.8050331,NA
JSPK1031,25.79936958,250,0.02,<1,Bryozoa,NA,NA,NA,NA,NA,TBD,TBD,TBD,Bryozoa,NA,NA,<2,20,1000,38.76063703,Andrea Le,NA,2858.7,110.8050331,NA
JSPK1031,25.79936958,250,0.02,1 to 2,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,pacificus,TBD,TBD,TBD,Calanus pacificus,<C5,NA,<2,1,50,1.938031852,Andrea Le,NA,2858.7,110.8050331,NA
JSPK1031,25.79936958,250,0.02,1 to 2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,TBD,TBD,TBD,Centropages abdominalis,NA,F,<2,1,50,1.938031852,Andrea Le,NA,2858.7,110.8050331,NA
JSPK1031,25.79936958,250,0.02,1 to 2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,TBD,TBD,TBD,Centropages abdominalis,<C5,NA,<2,1,50,1.938031852,Andrea Le,NA,2858.7,110.8050331,NA
JSPK1031,25.79936958,250,0.02,<1,Arthropoda,Maxillipoda,NA,NA,NA,NA,TBD,TBD,TBD,Copepod nauplius,nauplius,NA,<2,9,450,17.44228667,Andrea Le,NA,2858.7,110.8050331,NA
JSPK1031,25.79936958,250,0.02,<1,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,TBD,TBD,TBD,Copepodite,C1,NA,<2,3,150,5.814095555,Andrea Le,NA,2858.7,110.8050331,NA
JSPK1031,25.79936958,250,0.02,<1,Arthropoda,Maxillopoda,Cyclopoida,Corycaeidae,Corycaeus,NA,TBD,TBD,TBD,Corycaeus,NA,NA,<2,2,100,3.876063703,Andrea Le,NA,2858.7,110.8050331,NA
JSPK1031,25.79936958,250,0.02,<1,NA,NA,NA,NA,NA,NA,TBD,TBD,TBD,Egg (oily),NA,NA,<2,237,11850,459.3135489,Andrea Le,NA,2858.7,110.8050331,NA
JSPK1031,25.79936958,250,0.02,1 to 2,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,TBD,TBD,TBD,Epilabidocera longipedata,<C5,NA,<2,2,100,3.876063703,Andrea Le,NA,2858.7,110.8050331,NA
JSPK1031,25.79936958,250,0.02,1 to 2,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,TBD,TBD,TBD,Epilabidocera longipedata,NA,NA,<2,1,50,1.938031852,Andrea Le,NA,2858.7,110.8050331,NA
JSPK1031,25.79936958,250,0.02,<1,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,TBD,TBD,TBD,Euphausiid calytopsis,NA,NA,<2,6,300,11.62819111,Andrea Le,NA,2858.7,110.8050331,NA
JSPK1031,25.79936958,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,TBD,TBD,TBD,Evadne,NA,NA,<2,66,3300,127.9101022,Andrea Le,NA,2858.7,110.8050331,NA
JSPK1031,25.79936958,250,0.02,<1,Cnidaria,Hydrozoa,Leptomedusae,NA,NA,NA,TBD,TBD,TBD,Leptomedusae,NA,NA,<2,2,100,3.876063703,Andrea Le,NA,2858.7,110.8050331,NA
JSPK1031,25.79936958,250,0.02,1 to 2,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,TBD,TBD,TBD,Oikopleura,NA,NA,<2,27,1350,52.32686,Andrea Le,NA,2858.7,110.8050331,NA
JSPK1031,25.79936958,250,0.02,<1,Arthropoda,Maxillopoda,Cyclopoida,Oithonidae,Oithona,NA,TBD,TBD,TBD,Oithona,NA,NA,<2,2,100,3.876063703,Andrea Le,NA,2858.7,110.8050331,NA
JSPK1031,25.79936958,250,0.02,<1,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,NA,TBD,TBD,TBD,Paracalanus,NA,NA,<2,9,450,17.44228667,Andrea Le,NA,2858.7,110.8050331,NA
JSPK1031,25.79936958,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,TBD,TBD,TBD,Podon,NA,NA,<2,15,750,29.07047778,Andrea Le,NA,2858.7,110.8050331,NA
JSPK1031,25.79936958,250,0.02,1 to 2,Arthropoda,Maxillipoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,TBD,TBD,TBD,Pseudocalanus,NA,NA,<2,12,600,23.25638222,Andrea Le,NA,2858.7,110.8050331,NA
JSPK1031,25.79936958,250,0.02,1 to 2,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,TBD,TBD,TBD,Tortanus,NA,M,<2,4,200,7.752127407,Andrea Le,NA,2858.7,110.8050331,NA
JSPK1118,NA,2000,1,1 to 2,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,marshallae,TBD,TBD,TBD,Calanus marshallae,NA,NA,<2,1,1,0.050791155,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,2000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Cancridae,NA,NA,TBD,TBD,TBD,Cancridae megalopa,NA,NA,5.1,2,2,0.101582311,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,2000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Cancridae,NA,NA,TBD,TBD,TBD,Cancridae zoea,zoea,NA,<2,9,9,0.457120398,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,2000,1,1 to 2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,TBD,TBD,TBD,Centropages abdominalis,NA,NA,<2,1,1,0.050791155,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,2000,1,>10,Chaetognatha,NA,NA,NA,NA,NA,TBD,TBD,TBD,Chaetognath,NA,NA,19.8,5,5,0.253955777,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,2000,1,2 to 5,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,NA,TBD,TBD,TBD,Clytia,NA,NA,<2,1,1,0.050791155,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,2000,1,1 to 2,Arthropoda,Maxillopoda,Cyclopoida,Corycaeidae,Corycaeus,NA,TBD,TBD,TBD,Corycaeus,NA,NA,<2,61,61,3.098260476,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,2000,1,2 to 5,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Ctenophora,NA,TBD,TBD,TBD,Ctenophore,NA,NA,4.95,2,2,0.101582311,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,2000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,TBD,TBD,TBD,Epilabidocera longipedata,NA,NA,3.566666667,3,3,0.152373466,Jihyun Kim,NA,NA,NA,NA
