project,action,seine_id,date,work_area,survey,site_id,UFN,semsp_id,jsp_survey_id,species,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,date_processed,cwt,adipose,weight,standard_length,fork_length,photo_number,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,analysis_planned,dissection_status,lice_collection_protocol,lice_id_protocol,analyzing_lab,quality_level,comments,quality_log,sampling_week
JSP,NA,JE213N1,2015-06-29,JOHNSTONE STRAIT,JS_S,J07,U5446,2015-06-29-J07-CU-8,JE213,CU,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,30.4,137,145,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,30-Jun
JSP,NA,JE213N1,2015-06-29,JOHNSTONE STRAIT,JS_S,J07,U5445,2015-06-29-J07-CU-6,JE213,CU,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,20,127,133,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,30-Jun
JSP,NA,JE213N1,2015-06-29,JOHNSTONE STRAIT,JS_S,J07,U5444,2015-06-29-J07-CU-2,JE213,CU,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,34.5,141,147,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,30-Jun
JSP,NA,JE213N1,2015-06-29,JOHNSTONE STRAIT,JS_S,J07,U5443,2015-06-29-J07-CU-1,JE213,CU,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,30.3,133,140,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,30-Jun
JSP,NA,JE213N1,2015-06-29,JOHNSTONE STRAIT,JS_S,J07,U5442,2015-06-29-J07-CU-7,JE213,CU,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,24.9,128,134,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,30-Jun
JSP,NA,JE213N1,2015-06-29,JOHNSTONE STRAIT,JS_S,J07,U5441,2015-06-29-J07-CU-4,JE213,CU,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,23.9,128,134,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,30-Jun
JSP,NA,JE213N1,2015-06-29,JOHNSTONE STRAIT,JS_S,J07,U5440,2015-06-29-J07-CU-9,JE213,CU,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,23.8,131,137,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,30-Jun
JSP,NA,JE213N1,2015-06-29,JOHNSTONE STRAIT,JS_S,J07,U5416,2015-06-29-J07-PI-7,JE213,PI,NA,NA,NA,NA,NA,NA,2018-10-17,NONE,PRESENT,32.1,139,145,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,30-Jun
JSP,NA,JE213N1,2015-06-29,JOHNSTONE STRAIT,JS_S,J07,U5415,2015-06-29-J07-PI-9,JE213,PI,NA,NA,NA,NA,NA,NA,2018-10-17,NONE,PRESENT,18.4,115,120,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,30-Jun
JSP,NA,JE213N1,2015-06-29,JOHNSTONE STRAIT,JS_S,J07,U5414,2015-06-29-J07-PI-3,JE213,PI,NA,NA,NA,NA,NA,NA,2018-10-17,NONE,PRESENT,29.1,138,144,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,30-Jun
JSP,NA,JE213N1,2015-06-29,JOHNSTONE STRAIT,JS_S,J07,U5413,2015-06-29-J07-PI-8,JE213,PI,NA,NA,NA,NA,NA,NA,2018-10-17,NONE,PRESENT,23.1,125,129,NA,Did not take DNA sample,nematode on liver,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,30-Jun
JSP,NA,JE213N1,2015-06-29,JOHNSTONE STRAIT,JS_S,J07,U5361,2015-06-29-J07-PI-5,JE213,PI,NA,NA,NA,NA,NA,NA,2018-10-17,NONE,PRESENT,27,135,139,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,30-Jun
JSP,NA,JE213N1,2015-06-29,JOHNSTONE STRAIT,JS_S,J07,U5360,2015-06-29-J07-PI-10,JE213,PI,NA,NA,NA,NA,NA,NA,2018-10-17,NONE,PRESENT,18.8,121,126,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,30-Jun
JSP,NA,JE213N1,2015-06-29,JOHNSTONE STRAIT,JS_S,J07,U5359,2015-06-29-J07-PI-1,JE213,PI,NA,NA,NA,NA,NA,NA,2018-10-17,NONE,PRESENT,28.9,135,139,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,30-Jun
JSP,NA,JE213N1,2015-06-29,JOHNSTONE STRAIT,JS_S,J07,U5358,2015-06-29-J07-PI-4,JE213,PI,NA,NA,NA,NA,NA,NA,2018-10-17,NONE,PRESENT,21.5,128,133,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,30-Jun
JSP,NA,JE213N1,2015-06-29,JOHNSTONE STRAIT,JS_S,J07,U5357,2015-06-29-J07-PI-6,JE213,PI,NA,NA,NA,NA,NA,NA,2018-10-17,NONE,PRESENT,17.3,115,119,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,30-Jun
JSP,NA,DE276N1,2016-05-19,QUADRA,DI_C,D07,U5243,2016-05-19-D07-CU-4,DE276,CU,NA,NA,NA,NA,NA,NA,2018-10-10,NONE,PRESENT,2.4,61,65,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),19-May
JSP,NA,DE276N1,2016-05-19,QUADRA,DI_C,D07,U5242,2016-05-19-D07-CU-7,DE276,CU,NA,NA,NA,NA,NA,NA,2018-10-10,NONE,PRESENT,3.3,67,71,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),19-May
JSP,NA,DE276N1,2016-05-19,QUADRA,DI_C,D07,U5240,2016-05-19-D07-CU-5,DE276,CU,NA,NA,NA,NA,NA,NA,2018-10-10,NONE,PRESENT,3.9,65,69,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),19-May
JSP,NA,DE276N1,2016-05-19,QUADRA,DI_C,D07,U5239,2016-05-19-D07-CU-1,DE276,CU,NA,NA,NA,NA,NA,NA,2018-10-09,NONE,PRESENT,4.1,72,76,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),19-May
JSP,NA,DE276N1,2016-05-19,QUADRA,DI_C,D07,U5273,2016-05-19-D07-CU-8,DE276,CU,NA,NA,NA,NA,NA,NA,2018-10-09,NONE,PRESENT,3.2,67,71,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),19-May
JSP,NA,DE276N1,2016-05-19,QUADRA,DI_C,D07,U5431,2016-05-19-D07-PI-2,DE276,PI,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,1.9,53,56,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),19-May
JSP,NA,DE276N1,2016-05-19,QUADRA,DI_C,D07,U5430,2016-05-19-D07-PI-7,DE276,PI,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,3.5,69,73,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),19-May
JSP,NA,DE276N1,2016-05-19,QUADRA,DI_C,D07,U5429,2016-05-19-D07-PI-1,DE276,PI,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,3.8,69,73,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),19-May
JSP,NA,DE276N1,2016-05-19,QUADRA,DI_C,D07,U5427,2016-05-19-D07-PI-8,DE276,PI,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,3.9,67,71,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),19-May
JSP,NA,DE276N1,2016-05-19,QUADRA,DI_C,D07,U5426,2016-05-19-D07-PI-10,DE276,PI,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,4.4,71,75,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),19-May
JSP,NA,DE276N1,2016-05-19,QUADRA,DI_C,D07,U5425,2016-05-19-D07-PI-4,DE276,PI,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,3.7,69,73,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),19-May
JSP,NA,DE276N1,2016-05-19,QUADRA,DI_C,D07,U5423,2016-05-19-D07-PI-5,DE276,PI,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,4.9,77,81,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),19-May
JSP,NA,DE276N1,2016-05-19,QUADRA,DI_C,D07,U5422,2016-05-19-D07-PI-3,DE276,PI,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,3,60,64,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),19-May
JSP,NA,DE276N1,2016-05-19,QUADRA,DI_C,D07,U5428,2016-05-19-D07-PI-6,DE276,PI,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,ABSENT,2.7,65,68,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,19-May
JSP,NA,DE276N1,2016-05-19,QUADRA,DI_C,D07,U5424,2016-05-19-D07-PI-9,DE276,PI,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,6.3,83,88,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,19-May
JSP,NA,DE276N1,2016-05-19,QUADRA,DI_C,D07,U5244,2016-05-19-D07-CU-3,DE276,CU,NA,NA,NA,NA,NA,NA,2018-10-10,NONE,PRESENT,2.5,63,66,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,19-May
JSP,NA,DE276N1,2016-05-19,QUADRA,DI_C,D07,U5241,2016-05-19-D07-CU-6,DE276,CU,NA,NA,NA,NA,NA,NA,2018-10-10,NONE,PRESENT,3.8,75,79,NA,Did not take DNA sample,lots of scales missing on left side,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,19-May
JSP,NA,DE276N1,2016-05-19,QUADRA,DI_C,D07,U5238,2016-05-19-D07-CU-9,DE276,CU,NA,NA,NA,NA,NA,NA,2018-10-09,NONE,PRESENT,3,61,65,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,19-May
JSP,NA,DE276N1,2016-05-19,QUADRA,DI_C,D07,U5237,2016-05-19-D07-CU-2,DE276,CU,NA,NA,NA,NA,NA,NA,2018-10-09,NONE,PRESENT,4,69,73,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,19-May
JSP,NA,DE276N1,2016-05-19,QUADRA,DI_C,D07,U5272,2016-05-19-D07-CU-10,DE276,CU,NA,NA,NA,NA,NA,NA,2018-10-09,NONE,PRESENT,3.6,69,72,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,19-May
JSP,NA,DE287N1,2016-05-26,QUADRA,DI_C,D07,U5257,2016-05-26-D07-CU-2,DE287,CU,NA,NA,NA,NA,NA,NA,2018-10-09,NONE,PRESENT,5.2,78,83,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),26-May
JSP,NA,DE287N1,2016-05-26,QUADRA,DI_C,D07,U5250,2016-05-26-D07-CU-9,DE287,CU,NA,NA,NA,NA,NA,NA,2018-10-09,NONE,PRESENT,5.4,76,81,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),26-May
JSP,NA,DE287N1,2016-05-26,QUADRA,DI_C,D07,U5248,2016-05-26-D07-CU-7,DE287,CU,NA,NA,NA,NA,NA,NA,2018-10-09,NONE,PRESENT,11,103,108,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),26-May
JSP,NA,DE287N1,2016-05-26,QUADRA,DI_C,D07,U5407,2016-05-26-D07-PI-9,DE287,PI,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,5.9,83,87,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),26-May
JSP,NA,DE287N1,2016-05-26,QUADRA,DI_C,D07,U5406,2016-05-26-D07-PI-8,DE287,PI,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,4.7,80,84,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),26-May
JSP,NA,DE287N1,2016-05-26,QUADRA,DI_C,D07,U5439,2016-05-26-D07-PI-1,DE287,PI,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,4.8,74,77,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,26-May
JSP,NA,DE287N1,2016-05-26,QUADRA,DI_C,D07,U5438,2016-05-26-D07-PI-2,DE287,PI,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,5.7,83,87,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,26-May
JSP,NA,DE287N1,2016-05-26,QUADRA,DI_C,D07,U5437,2016-05-26-D07-PI-3,DE287,PI,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,5.5,85,89,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,26-May
JSP,NA,DE287N1,2016-05-26,QUADRA,DI_C,D07,U5411,2016-05-26-D07-PI-4,DE287,PI,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,5.1,81,85,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,26-May
JSP,NA,DE287N1,2016-05-26,QUADRA,DI_C,D07,U5410,2016-05-26-D07-PI-10,DE287,PI,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,6.1,81,85,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,26-May
JSP,NA,DE287N1,2016-05-26,QUADRA,DI_C,D07,U5409,2016-05-26-D07-PI-5,DE287,PI,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,5.7,82,85,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,26-May
JSP,NA,DE287N1,2016-05-26,QUADRA,DI_C,D07,U5408,2016-05-26-D07-PI-7,DE287,PI,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,8.8,98,102,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,26-May
JSP,NA,DE287N1,2016-05-26,QUADRA,DI_C,D07,U5405,2016-05-26-D07-PI-6,DE287,PI,NA,NA,NA,NA,NA,NA,2018-10-17,NONE,PRESENT,7.1,90,94,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,26-May
JSP,NA,DE287N1,2016-05-26,QUADRA,DI_C,D07,U5256,2016-05-26-D07-CU-1,DE287,CU,NA,NA,NA,NA,NA,NA,2018-10-09,NONE,PRESENT,7.1,87,92,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,26-May
JSP,NA,DE287N1,2016-05-26,QUADRA,DI_C,D07,U5255,2016-05-26-D07-CU-6,DE287,CU,NA,NA,NA,NA,NA,NA,2018-10-09,NONE,PRESENT,4.3,72,77,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,26-May
JSP,NA,DE287N1,2016-05-26,QUADRA,DI_C,D07,U5254,2016-05-26-D07-CU-8,DE287,CU,NA,NA,NA,NA,NA,NA,2018-10-09,NONE,PRESENT,7.8,90,94,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,26-May
JSP,NA,DE287N1,2016-05-26,QUADRA,DI_C,D07,U5253,2016-05-26-D07-CU-3,DE287,CU,NA,NA,NA,NA,NA,NA,2018-10-09,NONE,PRESENT,6.4,84,89,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,26-May
JSP,NA,DE287N1,2016-05-26,QUADRA,DI_C,D07,U5252,2016-05-26-D07-CU-10,DE287,CU,NA,NA,NA,NA,NA,NA,2018-10-09,NONE,PRESENT,4.5,68,73,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,26-May
JSP,NA,DE287N1,2016-05-26,QUADRA,DI_C,D07,U5251,2016-05-26-D07-CU-4,DE287,CU,NA,NA,NA,NA,NA,NA,2018-10-09,NONE,PRESENT,6.6,81,86,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,26-May
JSP,NA,DE287N1,2016-05-26,QUADRA,DI_C,D07,U5249,2016-05-26-D07-CU-5,DE287,CU,NA,NA,NA,NA,NA,NA,2018-10-09,NONE,PRESENT,7.5,84,88,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,26-May
JSP,NA,DE300N1,2016-06-03,QUADRA,DI_C,D07,U5143,2016-06-03-D07-CU-2,DE300,CU,NA,NA,NA,NA,NA,NA,2018-09-24,NONE,PRESENT,7.1,88,93,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),02-Jun
JSP,NA,DE300N1,2016-06-03,QUADRA,DI_C,D07,U5142,2016-06-03-D07-CU-5,DE300,CU,NA,NA,NA,NA,NA,NA,2018-09-24,NONE,PRESENT,7.9,88,93,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),02-Jun
JSP,NA,DE300N1,2016-06-03,QUADRA,DI_C,D07,U5311,2016-06-03-D07-PI-6,DE300,PI,NA,NA,NA,NA,NA,NA,2018-10-16,NONE,PRESENT,7.2,92,97,NA,Did not take DNA sample,NA,JG,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,DE300N1,2016-06-03,QUADRA,DI_C,D07,U5310,2016-06-03-D07-PI-4,DE300,PI,NA,NA,NA,NA,NA,NA,2018-10-16,NONE,PRESENT,7.6,91,95,NA,Did not take DNA sample,NA,JG,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,DE300N1,2016-06-03,QUADRA,DI_C,D07,U5309,2016-06-03-D07-PI-3,DE300,PI,NA,NA,NA,NA,NA,NA,2018-10-16,NONE,PRESENT,7.1,90,95,NA,Did not take DNA sample,NA,JG,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,DE300N1,2016-06-03,QUADRA,DI_C,D07,U5308,2016-06-03-D07-PI-5,DE300,PI,NA,NA,NA,NA,NA,NA,2018-10-16,NONE,PRESENT,5.5,81,85,NA,Did not take DNA sample,NA,JG,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,DE300N1,2016-06-03,QUADRA,DI_C,D07,U5307,2016-06-03-D07-PI-10,DE300,PI,NA,NA,NA,NA,NA,NA,2018-10-16,NONE,PRESENT,5.2,78,82,NA,Did not take DNA sample,NA,JG,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,DE300N1,2016-06-03,QUADRA,DI_C,D07,U5306,2016-06-03-D07-PI-1,DE300,PI,NA,NA,NA,NA,NA,NA,2018-10-16,NONE,PRESENT,7.3,90,94,NA,Did not take DNA sample,NA,JG,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,DE300N1,2016-06-03,QUADRA,DI_C,D07,U5305,2016-06-03-D07-PI-2,DE300,PI,NA,NA,NA,NA,NA,NA,2018-10-16,NONE,PRESENT,10.8,102,107,NA,Did not take DNA sample,NA,JG,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,DE300N1,2016-06-03,QUADRA,DI_C,D07,U5304,2016-06-03-D07-PI-9,DE300,PI,NA,NA,NA,NA,NA,NA,2018-10-16,NONE,PRESENT,6,81,85,NA,Did not take DNA sample,NA,JG,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,DE300N1,2016-06-03,QUADRA,DI_C,D07,U5303,2016-06-03-D07-PI-8,DE300,PI,NA,NA,NA,NA,NA,NA,2018-10-16,NONE,PRESENT,6.8,86,90,NA,Did not take DNA sample,NA,JG,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,DE300N1,2016-06-03,QUADRA,DI_C,D07,U5302,2016-06-03-D07-PI-7,DE300,PI,NA,NA,NA,NA,NA,NA,2018-10-16,NONE,PRESENT,7.4,90,94,NA,Did not take DNA sample,NA,JG,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,02-Jun
